data_pull_date,meet_name,meet_date,competitor_1_name,competitor_1_odds,competitor_2_name,competitor_2_odds
2023-10-29,Oktagon 48,2023-11-04,Hatef Moeli,11/20,Lazar Todev,7/5
2023-10-29,Oktagon 48,2023-11-04,Ronald Paradeiser,17/20,Ivan Buchinger,17/20
2023-10-29,Oktagon 48,2023-11-04,Losene Keita,1/5,Niko Samsonidse,7/2
2023-10-29,UFC Fight Night 231,2023-11-04,Kaue Fernandes,5/4,Marc Diakiese,3/5
2023-10-29,UFC Fight Night 231,2023-11-04,Eduarda Moura,1/4,Montserrat Ruiz,3/1
2023-10-29,UFC Fight Night 231,2023-11-04,Lucas Alexander,13/8,David Onama,1/2
2023-10-29,UFC Fight Night 231,2023-11-04,Angela Hill,1/1,Denise Gomes,4/5
2023-10-29,UFC Fight Night 231,2023-11-04,Vitor Petrino,2/5,Modestas Bukauskas,37/20
2023-10-29,UFC Fight Night 231,2023-11-04,Elizeu Zaleski,9/4,Rinat Fakhretdinov,3/10
2023-10-29,UFC Fight Night 231,2023-11-04,Victor Hugo,9/5,Daniel Marcos,2/5
2023-10-29,UFC Fight Night 231,2023-11-04,Elves Brenner,13/20,Esteban Ribovics,6/5
2023-10-29,UFC Fight Night 231,2023-11-04,Ismael Bonfim,11/50,Vinc Pichel,33/10
2023-10-29,UFC Fight Night 231,2023-11-04,Rodolfo Vieira,1/1,Armen Petrosyan,4/5
2023-10-29,UFC Fight Night 231,2023-11-04,Caio Borralho,3/10,Abus Magomedov,12/5
2023-10-29,UFC Fight Night 231,2023-11-04,Rodrigo Nascimento,1/2,Don'Tale Mayes,8/5
2023-10-29,UFC Fight Night 231,2023-11-04,Gabriel Bonfim,1/5,Nicolas Dalby,7/2
2023-10-29,UFC Fight Night 231,2023-11-04,Brendan Allen,17/50,Paul Craig,9/4
2023-10-29,UFC 295,2023-11-11,Joshua Van,9/25,Kevin Borjas,21/10
2023-10-29,UFC 295,2023-11-11,Jared Gordon,1/2,Mark Madsen,8/5
2023-10-29,UFC 295,2023-11-11,John Castaneda,8/13,Kyung Ho Kang,13/10
2023-10-29,UFC 295,2023-11-11,Dennis Buzukja,12/5,Jamall Emmers,3/10
2023-10-29,UFC 295,2023-11-11,Mateusz Rebecki,11/20,Nurullo Aliev,7/5
2023-10-29,UFC 295,2023-11-11,Tabatha Ricci,6/4,Lupita Godinez,21/40
2023-10-29,UFC 295,2023-11-11,Matt Schnell,9/5,Stephen Erceg,5/12
2023-10-29,UFC 295,2023-11-11,Nazim Sadykhov,13/20,Viacheslav Borshchev,5/4
2023-10-29,UFC 295,2023-11-11,Jessica Andrade,8/5,Mackenzie Dern,1/2
2023-10-29,UFC 295,2023-11-11,Matt Frevola,9/5,Benoit Saint-Denis,5/12
2023-10-29,UFC 295,2023-11-11,Diego Lopes,11/10,Pat Sabatini,7/10
2023-10-29,UFC 295,2023-11-11,Jiri Prochazka,5/4,Alex Pereira,13/20
2023-10-29,UFC 295,2023-11-11,Tom Aspinall,8/11,Sergei Pavlovich,11/10
2023-10-29,UFC Fight Night 232,2023-11-18,Brendan Allen,9/25,Paul Craig,9/4
2023-10-29,UFC 296,2023-12-15,Shavkat Rakhmonov,11/50,Stephen Thompson,33/10
2023-10-29,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-29,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,9/5
2023-10-29,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-11-02,Oktagon 48,2023-11-04,Hascen Neri Gelezi,11/10,Aaron McDonald,4/6
2023-11-02,Oktagon 48,2023-11-04,Lee Chadwick,11/20,Zdenek Polivka,13/10
2023-11-02,Oktagon 48,2023-11-04,Shoaib Yousaf,2/9,Konmon Deh,10/3
2023-11-02,Oktagon 48,2023-11-04,Alex Lohore,11/10,Ion Surdu,13/20
2023-11-02,Oktagon 48,2023-11-04,Jaroslav Pokorny,15/4,Shem Rock,9/50
2023-11-02,Oktagon 48,2023-11-04,Jack Cartwright,33/40,Antun Racic,33/40
2023-11-02,Oktagon 48,2023-11-04,Jakub Bahnik,27/20,Akonne Wanliss,21/40
2023-11-02,Oktagon 48,2023-11-04,Scott Askham,2/5,Marc Doussis,7/4
2023-11-02,Oktagon 48,2023-11-04,Aaron Aby,5/4,Elias Garcia,4/7
2023-11-02,Oktagon 48,2023-11-04,Hatef Moeli,11/20,Lazar Todev,7/5
2023-11-02,Oktagon 48,2023-11-04,Ronald Paradeiser,17/20,Ivan Buchinger,17/20
2023-11-02,Oktagon 48,2023-11-04,Losene Keita,1/5,Niko Samsonidse,7/2
2023-11-02,UFC Fight Night 231,2023-11-04,Kaue Fernandes,5/4,Marc Diakiese,3/5
2023-11-02,UFC Fight Night 231,2023-11-04,Eduarda Moura,1/5,Montserrat Ruiz,10/3
2023-11-02,UFC Fight Night 231,2023-11-04,Angela Hill,11/10,Denise Gomes,8/11
2023-11-02,UFC Fight Night 231,2023-11-04,Vitor Petrino,2/5,Modestas Bukauskas,37/20
2023-11-02,UFC Fight Night 231,2023-11-04,Elizeu Zaleski,9/4,Rinat Fakhretdinov,3/10
2023-11-02,UFC Fight Night 231,2023-11-04,Victor Hugo,9/5,Daniel Marcos,2/5
2023-11-02,UFC Fight Night 231,2023-11-04,Elves Brenner,13/20,Esteban Ribovics,6/5
2023-11-02,UFC Fight Night 231,2023-11-04,Ismael Bonfim,11/50,Vinc Pichel,33/10
2023-11-02,UFC Fight Night 231,2023-11-04,Rodolfo Vieira,10/11,Armen Petrosyan,10/11
2023-11-02,UFC Fight Night 231,2023-11-04,Caio Borralho,3/10,Abus Magomedov,12/5
2023-11-02,UFC Fight Night 231,2023-11-04,Rodrigo Nascimento,1/2,Don'Tale Mayes,8/5
2023-11-02,UFC Fight Night 231,2023-11-04,Gabriel Bonfim,1/6,Nicolas Dalby,4/1
2023-11-02,UFC Fight Night 231,2023-11-04,Jailton Almeida,1/5,Derrick Lewis,7/2
2023-11-02,UFC Fight Night 231,2023-11-04,Brendan Allen,17/50,Paul Craig,9/4
2023-11-02,KSW 88,2023-11-11,Krystian Bielski,13/40,Andi Vrtacic,23/10
2023-11-02,KSW 88,2023-11-11,Danu Tarchila,6/4,Ramzan Jembiev,1/2
2023-11-02,KSW 88,2023-11-11,Albert Odzimkowski,27/20,Nemanja Nikolic,11/20
2023-11-02,KSW 88,2023-11-11,Anita Bekus,11/5,Maria Silva,17/50
2023-11-02,KSW 88,2023-11-11,Stefan Vojcak,9/10,Kamil Gawryjolek,4/5
2023-11-02,KSW 88,2023-11-11,Luis Henrique da Silva,6/4,Marcin Wojcik,1/2
2023-11-02,KSW 88,2023-11-11,Bartosz Lesko,17/20,Piotr Kuberski,17/20
2023-11-02,KSW 88,2023-11-11,Daniel Rutkowski,3/10,Patryk Kaczmarczyk,5/2
2023-11-02,UFC 295,2023-11-11,Joshua Van,9/25,Kevin Borjas,21/10
2023-11-02,UFC 295,2023-11-11,Jared Gordon,1/2,Mark Madsen,8/5
2023-11-02,UFC 295,2023-11-11,John Castaneda,8/13,Kyung Ho Kang,13/10
2023-11-02,UFC 295,2023-11-11,Dennis Buzukja,12/5,Jamall Emmers,3/10
2023-11-02,UFC 295,2023-11-11,Mateusz Rebecki,11/20,Nurullo Aliev,7/5
2023-11-02,UFC 295,2023-11-11,Tabatha Ricci,5/4,Lupita Godinez,8/13
2023-11-02,UFC 295,2023-11-11,Matt Schnell,9/5,Stephen Erceg,5/12
2023-11-02,UFC 295,2023-11-11,Nazim Sadykhov,13/20,Viacheslav Borshchev,5/4
2023-11-02,UFC 295,2023-11-11,Jessica Andrade,8/5,Mackenzie Dern,1/2
2023-11-02,UFC 295,2023-11-11,Matt Frevola,9/5,Benoit Saint-Denis,5/12
2023-11-02,UFC 295,2023-11-11,Diego Lopes,11/10,Pat Sabatini,7/10
2023-11-02,UFC 295,2023-11-11,Jiri Prochazka,6/5,Alex Pereira,4/6
2023-11-02,UFC 295,2023-11-11,Sergei Pavlovich,1/1,Tom Aspinall,4/5
2023-11-02,UFC Fight Night 232,2023-11-18,Brendan Allen,9/25,Paul Craig,9/4
2023-11-02,UFC 296,2023-12-15,Shavkat Rakhmonov,11/50,Stephen Thompson,33/10
2023-11-02,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-11-02,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,9/5
2023-11-02,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,13/10,Jamey-Lyn Horth,8/13
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,1/2,Jamey-Lyn Horth,8/5
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,1/4,Jamey-Lyn Horth,3/1
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,19/10,Jamey-Lyn Horth,2/5
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,4/5,Jamey-Lyn Horth,1/1
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,2/5,Jamey-Lyn Horth,19/10
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,5/4,Jamey-Lyn Horth,4/6
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,5/2,Jamey-Lyn Horth,3/10
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,11/8,Jamey-Lyn Horth,4/7
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,4/11,Jamey-Lyn Horth,2/1
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,4/5,Jamey-Lyn Horth,1/1
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,4/9,Jamey-Lyn Horth,7/4
2023-11-29,UFC Fight Night 233,2023-12-02,Veronica Hardy,8/11,Jamey-Lyn Horth,11/10
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,12/5,Hafeni Nafuka,3/10
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,1/3,Hafeni Nafuka,11/5
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,8/11,Hafeni Nafuka,1/1
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,1/5,Hafeni Nafuka,10/3
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,6/5,Hafeni Nafuka,8/13
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,2/5,Hafeni Nafuka,19/10
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,2/9,Hafeni Nafuka,3/1
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,1/1,Hafeni Nafuka,8/11
2023-11-29,Oktagon MMA,2023-12-09,Jan Siroky,17/20,Hafeni Nafuka,17/20
2023-11-29,UFC 296,2023-12-16,Randy Brown,21/40,Muslim Salikhow,8/5
2023-11-29,UFC 296,2023-12-16,Randy Brown,13/20,Muslim Salikhow,23/20
2023-11-29,UFC 296,2023-12-16,Randy Brown,11/20,Muslim Salikhow,7/5
2023-11-29,UFC 296,2023-12-16,Randy Brown,29/20,Muslim Salikhow,11/20
2023-11-29,UFC 296,2023-12-16,Randy Brown,3/5,Muslim Salikhow,13/10
2023-11-29,UFC 296,2023-12-16,Randy Brown,5/12,Muslim Salikhow,37/20
2023-11-29,UFC 296,2023-12-16,Randy Brown,1/2,Muslim Salikhow,8/5
2023-11-29,UFC 296,2023-12-16,Randy Brown,7/5,Muslim Salikhow,23/40
2023-11-29,UFC 296,2023-12-16,Randy Brown,2/1,Muslim Salikhow,2/5
2023-11-29,UFC 296,2023-12-16,Randy Brown,12/5,Muslim Salikhow,3/10
2023-11-29,UFC 296,2023-12-16,Randy Brown,9/50,Muslim Salikhow,4/1
2023-11-29,UFC 296,2023-12-16,Randy Brown,5/12,Muslim Salikhow,9/5
2023-11-29,UFC 296,2023-12-16,Randy Brown,4/5,Muslim Salikhow,1/1
2023-11-29,UFC 297,2024-01-20,Sean Strickland,4/6,Dricus Du Plessis,5/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC Fight Night 235,2024-02-03,Thomas Petersen,8/15,Jamal Pogues,6/4
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-01-31,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-01,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-02,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-03,UFC Fight Night 235,2024-02-03,Thomas Petersen,4/7,Jamal Pogues,11/8
2024-02-03,UFC Fight Night 235,2024-02-03,Landon Quinones,11/10,Marquel Mederos,8/11
2024-02-03,UFC Fight Night 235,2024-02-03,Luana Carolina,6/5,Julija Stoliarenko,4/6
2024-02-03,UFC Fight Night 235,2024-02-03,Jeongyeong Lee,4/7,Blake Bilder,11/8
2024-02-03,UFC Fight Night 235,2024-02-03,Themba Gorimbo,2/5,Pete Rodriguez,15/8
2024-02-03,UFC Fight Night 235,2024-02-03,Azat Maksum,2/5,Charles Johnson,2/1
2024-02-03,UFC Fight Night 235,2024-02-03,Molly McCann,4/11,Diana Delbita,21/10
2024-02-03,UFC Fight Night 235,2024-02-03,Viviane Araujo,11/4,Natalia Silva,2/7
2024-02-03,UFC Fight Night 235,2024-02-03,Gilbert Urbina,1/2,Charles Radtke,6/4
2024-02-03,UFC Fight Night 235,2024-02-03,Aliaskhab Khizriev,8/13,Makhmud Muradov,5/4
2024-02-03,UFC Fight Night 235,2024-02-03,Randy Brown,4/11,Muslim Salikhov,2/1
2024-02-03,UFC Fight Night 235,2024-02-03,Renato Moicano,8/15,Drew Dober,6/4
2024-02-03,UFC Fight Night 235,2024-02-03,Roman Dolidze,11/8,Nassourdine Imavov,4/7
2024-02-03,UFC 298,2024-02-17,Andrea Lee,11/8,Miranda Maverick,4/7
2024-02-03,UFC 298,2024-02-17,Mingyang Zhang,4/6,Brendson Ribeiro,5/4
2024-02-03,UFC 298,2024-02-17,Marcos Rogerio de Lima,5/8,Justin Tafa,13/10
2024-02-03,UFC 298,2024-02-17,Anthony Hernandez,11/8,Ikram Aliskerov,4/7
2024-02-03,UFC 298,2024-02-17,Geoff Neal,17/10,Ian Machado Garry,1/2
2024-02-03,UFC 298,2024-02-17,Merab Dvalishvili,8/15,Henry Cejudo,6/4
2024-02-03,UFC 298,2024-02-17,Alexander Volkanovski,10/11,Ilia Topuria,10/11
2024-02-03,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-03,UFC 299,2024-03-09,Pedro Munhoz,13/8,Kyler Phillips,1/2
2024-02-03,UFC 299,2024-03-09,Katlyn Chookagian,11/8,Maycee Barber,4/7
2024-02-03,UFC 299,2024-03-09,Mateusz Gamrot,2/5,Rafael dos Anjos,2/1
2024-02-03,UFC 299,2024-03-09,Petr Yan,8/11,Yadong Song,11/10
2024-02-03,UFC 299,2024-03-09,Kevin Holland,8/11,Michael Page,11/10
2024-02-03,UFC 299,2024-03-09,Gilbert Burns,4/5,Jack Della Maddalena,1/1
2024-02-03,UFC 299,2024-03-09,Curtis Blaydes,9/10,Jailton Almeida,9/10
2024-02-03,UFC 299,2024-03-09,Dustin Poirier,5/4,Benoit Saint-Denis,4/6
2024-02-03,UFC 299,2024-03-09,Sean O'Malley,1/2,Marlon Vera,13/8
2024-02-04,UFC Fight Night 236,2024-02-10,Daniel Marcos,4/9,Aori Qileng,7/4
2024-02-04,UFC Fight Night 236,2024-02-10,Zac Pauga,4/6,Bogdan Guskov,6/5
2024-02-04,UFC Fight Night 236,2024-02-10,Max Griffin,6/4,Jeremiah Wells,8/15
2024-02-04,UFC Fight Night 236,2024-02-10,Devin Clark,1/2,Marcin Prachnio,13/8
2024-02-04,UFC Fight Night 236,2024-02-10,Loma Lookboonmee,4/9,Bruna Brasil,7/4
2024-02-04,UFC Fight Night 236,2024-02-10,Damir Hadzovic,21/10,Bolaji Oki,4/11
2024-02-04,UFC Fight Night 236,2024-02-10,Trevin Giles,2/1,Carlos Prates,2/5
2024-02-04,UFC Fight Night 236,2024-02-10,Rodolfo Vieira,4/5,Armen Petrosyan,1/1
2024-02-04,UFC Fight Night 236,2024-02-10,Michael Johnson,8/11,Darrius Flowers,11/10
2024-02-04,UFC Fight Night 236,2024-02-10,Brad Tavares,2/1,Gregory Rodrigues,2/5
2024-02-04,UFC Fight Night 236,2024-02-10,Dan Ige,4/7,Andre Fili,11/8
2024-02-04,UFC Fight Night 236,2024-02-10,Jack Hermansson,7/4,Joseph Pyfer,4/9
2024-02-04,UFC 299,2024-03-09,CJ Vergara,11/4,Asu Almabaev,2/7
2024-02-04,UFC 299,2024-03-09,Pedro Munhoz,13/8,Kyler Phillips,1/2
2024-02-04,UFC 299,2024-03-09,Katlyn Chookagian,11/8,Maycee Barber,4/7
2024-02-04,UFC 299,2024-03-09,Mateusz Gamrot,2/5,Rafael dos Anjos,2/1
2024-02-04,UFC 299,2024-03-09,Petr Yan,8/11,Yadong Song,11/10
2024-02-04,UFC 299,2024-03-09,Kevin Holland,8/11,Michael Page,11/10
2024-02-04,UFC 299,2024-03-09,Gilbert Burns,4/5,Jack Della Maddalena,1/1
2024-02-04,UFC 299,2024-03-09,Curtis Blaydes,9/10,Jailton Almeida,9/10
2024-02-04,UFC 299,2024-03-09,Dustin Poirier,5/4,Benoit Saint-Denis,4/6
2024-02-04,UFC 299,2024-03-09,Sean O'Malley,1/2,Marlon Vera,13/8
2024-02-05,UFC Fight Night 236,2024-02-10,Daniel Marcos,4/9,Aori Qileng,7/4
2024-02-05,UFC Fight Night 236,2024-02-10,Zac Pauga,4/6,Bogdan Guskov,6/5
2024-02-05,UFC Fight Night 236,2024-02-10,Hyder Amil,19/10,Melsik Baghdasaryan,2/5
2024-02-05,UFC Fight Night 236,2024-02-10,Max Griffin,6/4,Jeremiah Wells,8/15
2024-02-05,UFC Fight Night 236,2024-02-10,Devin Clark,1/2,Marcin Prachnio,13/8
2024-02-05,UFC Fight Night 236,2024-02-10,Loma Lookboonmee,2/5,Bruna Brasil,2/1
2024-02-05,UFC Fight Night 236,2024-02-10,Damir Hadzovic,21/10,Bolaji Oki,4/11
